Date,Open,High,Low,Close,Adj Close,Volume
1998-07-17,16.104445,16.152222,15.377777,15.488888,9.753270,284220000
1998-07-20,15.553333,15.555555,14.955555,15.040000,9.470608,179644500
1998-07-21,15.022222,15.348888,14.801111,14.920000,9.395046,243405000
1998-07-22,15.066666,15.264444,15.001111,15.058888,9.482503,141187500
1998-07-23,14.991111,15.017777,14.406666,14.472222,9.113084,211720500
1998-07-24,14.473333,14.533333,14.178888,14.234444,8.963355,159777000
1998-07-27,14.288888,14.544444,13.912222,14.024444,8.831119,189414000
1998-07-28,13.977777,14.484444,13.977777,14.350000,9.036119,202063500
1998-07-29,14.377777,14.748888,14.314444,14.661111,9.232026,171234000
1998-07-30,14.711111,14.864444,14.028888,14.097777,8.877295,272070000
1998-07-31,14.155555,14.416666,13.916666,14.145555,8.907381,315864000
1998-08-03,14.025555,14.025555,13.280000,13.354444,8.409222,207684000
1998-08-04,13.288888,13.555555,13.245555,13.352222,8.407825,186718500
1998-08-05,13.072222,13.555555,12.933333,13.393333,8.433714,183370500
1998-08-06,13.473333,13.708888,13.158888,13.242222,8.338556,289030500
1998-08-07,13.140000,13.377777,13.095555,13.171111,8.293780,185805000
1998-08-10,13.091111,13.108888,12.867777,12.900000,8.123060,153094500
1998-08-11,12.866666,12.955555,12.668888,12.764444,8.037704,132385500
1998-08-12,12.644444,12.975555,12.533333,12.747777,8.027209,193027500
1998-08-13,12.691111,13.111111,12.648888,12.985555,8.176937,212796000
1998-08-14,12.940000,13.088888,12.867777,12.906666,8.127259,113805000
1998-08-17,12.917777,13.095555,12.523333,12.573333,7.917361,177156000
1998-08-18,12.555555,12.838888,12.478888,12.696666,7.995023,152685000
1998-08-19,12.766666,12.997777,12.678888,12.897777,8.121662,177507000
1998-08-20,13.086666,13.698888,13.086666,13.624444,8.579241,217890000
1998-08-21,13.544444,13.643333,13.344444,13.434444,8.459600,194836500
1998-08-24,13.388888,13.627777,13.222222,13.576666,8.549155,189711000
1998-08-25,13.600000,13.995555,13.600000,13.924444,8.768149,197532000
1998-08-26,13.924444,13.924444,13.924444,13.924444,8.768149,0
1998-08-27,14.044444,14.555555,13.725555,13.818888,8.701679,317025000
1998-08-28,13.650000,13.975555,13.511111,13.810000,8.696085,297022500
1998-08-31,13.905555,14.106666,13.834444,13.953333,8.786339,194670000
1998-09-01,13.908888,13.956666,13.602222,13.862222,8.728969,272551500
1998-09-02,13.933333,14.018888,13.758888,13.803333,8.691888,124551000
1998-09-03,13.767777,14.087777,13.688888,14.001111,8.816425,176098500
1998-09-04,14.088888,14.722222,14.088888,14.663333,9.233422,331515000
1998-09-07,14.753333,14.800000,14.500000,14.657777,9.229927,167377500
1998-09-08,14.568888,15.111111,14.555555,15.044444,9.473405,220185000
1998-09-09,15.066666,15.198888,14.957777,15.011111,9.452417,155574000
1998-09-10,14.924444,15.108888,14.866666,14.988888,9.438425,128871000
1998-09-11,14.934444,14.934444,14.772222,14.882222,9.371256,126355500
1998-09-14,14.977777,15.443333,14.977777,15.415555,9.707095,182128500
1998-09-15,15.337777,15.355555,15.066666,15.144444,9.536378,133330500
1998-09-16,15.155555,15.366666,15.068888,15.115555,9.518186,174591000
1998-09-17,15.111111,15.233333,14.980000,15.018888,9.457315,105610500
1998-09-18,14.935555,14.955555,14.557777,14.624444,9.208936,202563000
1998-09-21,14.661111,14.775555,14.270000,14.568888,9.173953,265099500
1998-09-22,14.615555,14.866666,14.558888,14.711111,9.263510,186813000
1998-09-23,14.888888,14.931111,14.646666,14.698888,9.255813,102087000
1998-09-24,14.800000,15.800000,14.800000,15.731111,9.905798,343138500
1998-09-25,15.822222,15.965555,15.700000,15.767777,9.928889,214830000
1998-09-28,15.862222,16.044443,15.526666,15.605555,9.826735,224712000
1998-09-29,15.688888,15.777777,15.300000,15.511111,9.767265,152622000
1998-09-30,15.288888,15.553333,15.204444,15.468888,9.740679,152662500
1998-10-01,15.468888,15.468888,15.468888,15.468888,9.740679,0
1998-10-02,15.468888,15.468888,15.468888,15.468888,9.740679,0
1998-10-05,15.334444,15.334444,14.232222,14.235555,8.964057,197406000
1998-10-06,14.136666,14.986666,14.108888,14.707777,9.261410,202050000
1998-10-07,14.800000,15.531111,14.800000,15.468888,9.740679,218394000
1998-10-08,15.551111,15.877777,15.180000,15.323333,9.649021,353421000
1998-10-09,15.322222,15.666666,15.322222,15.567777,9.802950,213435000
1998-10-12,15.676666,16.055555,15.263333,15.534444,9.781958,240340500
1998-10-13,15.555555,15.608888,14.557777,14.888888,9.375456,206100000
1998-10-14,14.851111,15.577777,14.777777,15.473333,9.743476,179127000
1998-10-15,15.588888,15.622222,15.202222,15.364444,9.674909,193855500
1998-10-16,15.477777,15.642222,15.277777,15.441111,9.723186,147042000
1998-10-19,15.422222,15.427777,15.267777,15.346666,9.663714,49585500
1998-10-20,15.327777,15.366666,14.825555,14.987777,9.437723,164011500
1998-10-21,14.987777,14.987777,14.987777,14.987777,9.437723,0
1998-10-22,15.177777,15.533333,15.151111,15.442222,9.723887,183955500
1998-10-23,15.345555,15.864444,15.333333,15.745555,9.914893,226728000
1998-10-26,15.972222,16.263332,15.872222,16.017776,10.086308,225783000
1998-10-27,16.022223,16.666666,15.822222,16.042221,10.101703,149733000
1998-10-28,16.177776,16.355555,15.846666,15.958888,10.049229,213435000
1998-10-29,15.855555,16.016666,15.666666,15.937777,10.035933,169551000
1998-10-30,16.021111,16.044443,15.590000,15.694444,9.882710,247149000
1998-11-02,15.533333,15.761111,15.312222,15.695555,9.883408,191808000
1998-11-03,15.688888,15.820000,15.411111,15.548888,9.791053,169177500
1998-11-04,15.548888,15.548888,15.548888,15.548888,9.791053,0
1998-11-05,15.602222,15.663333,15.491111,15.577777,9.809245,100647000
1998-11-06,15.622222,15.774444,15.583333,15.672222,9.868714,100237500
1998-11-09,15.766666,16.087776,15.766666,15.905555,10.015645,98725500
1998-11-10,15.911111,16.110001,15.866666,15.940000,10.037334,119470500
1998-11-11,16.111111,16.361111,16.085554,16.211111,10.208052,179185500
1998-11-12,16.191111,16.379999,16.133333,16.324444,10.279418,110434500
1998-11-13,16.316666,16.391111,16.180000,16.223333,10.215749,106056000
1998-11-16,16.222221,16.222221,15.955555,16.003332,10.077216,68692500
1998-11-17,16.001110,16.086666,15.917777,15.998888,10.074418,75496500
1998-11-18,16.066666,16.197777,16.000000,16.161112,10.176568,52911000
1998-11-19,16.177776,16.209999,15.876666,15.876666,9.997452,63549000
1998-11-20,15.888888,15.968888,15.722222,15.777777,9.935182,94990500
1998-11-23,15.722222,15.722222,15.492222,15.568888,9.803647,77395500
1998-11-24,15.683333,15.755555,15.471111,15.500000,9.760270,85342500
1998-11-25,15.500000,15.500000,15.500000,15.500000,9.760270,0
1998-11-26,15.422222,15.577777,15.213333,15.221111,9.584654,75987000
1998-11-27,15.197777,15.264444,15.000000,15.160000,9.546172,91944000
1998-11-30,14.903333,15.174444,14.627777,15.173333,9.554568,151983000
1998-12-01,15.133333,15.203333,14.977777,15.144444,9.536378,90895500
1998-12-02,15.200000,15.244444,14.944444,14.990000,9.439125,94252500
1998-12-03,14.988888,15.077777,14.913333,15.000000,9.445420,77328000
1998-12-04,15.023333,16.105555,15.011111,15.732222,9.906494,267912000
1998-12-07,15.704444,15.755555,15.423333,15.715555,9.896003,127800000
1998-12-08,15.651111,15.744444,15.533333,15.645555,9.851922,95188500
1998-12-09,15.728888,16.002222,15.728888,15.780000,9.936584,99882000
1998-12-10,15.860000,15.906666,15.737777,15.805555,9.952675,49833000
1998-12-11,15.844444,15.987777,15.844444,15.933333,10.033137,83506500
1998-12-14,16.000000,16.044443,15.823333,15.872222,9.994655,64111500
1998-12-15,15.833333,15.864444,15.437777,15.457777,9.733680,85189500
1998-12-16,15.475555,15.694444,15.266666,15.688888,9.879211,115375500
1998-12-17,15.377777,15.688888,15.266666,15.284444,9.624535,124038000
1998-12-18,15.331111,15.666666,15.275555,15.464444,9.737882,149319000
1998-12-21,15.636666,15.955555,15.611111,15.955555,10.047129,109210500
1998-12-22,16.027777,16.088888,15.666666,15.824444,9.964569,120231000
1998-12-23,15.955555,16.000000,15.600000,15.600000,9.823238,94869000
1998-12-24,15.555555,15.811111,15.494444,15.611111,9.830236,128214000
1998-12-25,15.611111,15.611111,15.611111,15.611111,9.830236,0
1998-12-28,15.755555,16.355555,15.696666,16.355555,10.299007,164119500
1998-12-29,16.155556,16.337776,15.911111,15.955555,10.047129,114745500
1998-12-30,16.186666,17.232222,16.117777,17.232222,10.851039,308853000
1998-12-31,17.155556,17.266666,16.624443,16.688889,10.508905,214546500
1999-01-01,16.842222,17.111111,16.688889,16.944445,10.669827,152185500
1999-01-04,17.131111,17.555555,17.035555,17.344444,10.921706,171607500
1999-01-05,17.444445,17.532223,17.335554,17.400000,10.956688,133101000
1999-01-06,17.666666,17.833332,17.495556,17.711111,11.152592,188302500
1999-01-07,17.858889,18.221111,17.837776,18.205555,11.463942,181548000
1999-01-08,18.381111,18.711111,18.333332,18.655556,11.747307,178110000
1999-01-11,18.597776,19.547777,18.422222,18.663334,11.752204,277258500
1999-01-12,18.356667,18.577778,17.666666,17.850000,11.240052,181282500
1999-01-13,18.222221,18.333332,17.755554,17.891111,11.265938,138811500
1999-01-14,17.666666,18.133333,17.155556,17.956667,11.307220,125914500
1999-01-15,18.221111,18.644444,17.666666,17.862223,11.247749,218493000
1999-01-18,18.088888,18.488888,17.735556,18.422222,11.600374,160519500
1999-01-19,18.331112,18.400000,17.688889,17.777777,11.194573,183766500
1999-01-20,17.777777,17.777777,17.777777,17.777777,11.194573,0
1999-01-21,17.984444,18.400000,17.711111,18.266666,11.502426,204075000
1999-01-22,18.266666,18.328888,17.900000,17.971111,11.316314,127116000
1999-01-25,17.933332,17.933332,17.512222,17.822222,11.222557,132025500
1999-01-26,17.822222,17.822222,17.822222,17.822222,11.222557,0
1999-01-27,18.111111,18.655556,18.088888,18.281111,11.511519,164704500
1999-01-28,18.326666,18.487778,17.822222,17.844444,11.236553,100372500
1999-01-29,17.886665,18.065556,17.773333,17.933332,11.292525,83655000
1999-02-01,17.844444,18.266666,17.782223,17.782223,11.197371,111865500
1999-02-02,17.844444,17.866667,17.444445,17.622223,11.096622,111460500
1999-02-03,17.977777,18.211111,17.777777,18.111111,11.404472,129136500
1999-02-04,18.397778,18.555555,18.088888,18.172222,11.442952,145224000
1999-02-05,18.244444,18.266666,17.892221,18.155556,11.432458,88191000
1999-02-08,18.266666,18.888887,18.211111,18.287777,11.515720,179082000
1999-02-09,18.188889,18.355555,17.955555,18.355555,11.558398,106902000
1999-02-10,18.488888,18.733334,18.333332,18.677776,11.761298,98406000
1999-02-11,18.755554,19.153334,18.724443,18.777777,11.824269,181912500
1999-02-12,18.824444,19.131111,18.744444,18.933332,11.922220,115947000
1999-02-15,19.000000,19.297777,18.688889,18.705555,11.778791,122112000
1999-02-16,18.688889,18.838888,18.578888,18.688889,11.768291,83326500
1999-02-17,18.877777,18.877777,18.144444,18.511110,11.656350,112702500
1999-02-18,18.577778,18.866667,18.256666,18.322222,11.537407,101164500
1999-02-19,18.355555,18.549999,18.266666,18.266666,11.502426,62491500
1999-02-22,18.200001,18.266666,17.811111,17.844444,11.236553,56749500
1999-02-23,17.777777,18.084444,17.650000,18.084444,11.387676,89469000
1999-02-24,18.175554,18.237778,17.868889,18.044443,11.362490,69147000
1999-02-25,17.893333,18.033333,17.777777,17.777777,11.194573,56290500
1999-02-26,17.664444,17.664444,17.088888,17.173332,10.813957,100350000
1999-03-01,18.777777,20.000000,18.700001,20.000000,12.593895,201420000
1999-03-02,20.000000,20.000000,20.000000,20.000000,12.593895,0
1999-03-03,20.666666,21.288889,20.466665,20.600000,12.971711,256189500
1999-03-04,20.823334,21.194445,20.741112,21.088888,13.279563,159876000
1999-03-05,21.333332,21.840000,21.233334,21.444445,13.503455,183798000
1999-03-08,21.735556,22.508888,21.286667,22.508888,14.173730,252346500
1999-03-09,22.622223,22.622223,21.767776,21.799999,13.727347,203854500
1999-03-10,21.444445,22.511110,21.444445,22.138887,13.940741,209574000
1999-03-11,22.111111,22.444445,21.781111,21.865555,13.768625,88753500
1999-03-12,21.955555,22.291111,21.888887,22.166666,13.958234,101317500
1999-03-15,22.311111,22.797777,22.000000,22.451111,14.137347,117319500
1999-03-16,22.377777,22.884443,21.998888,21.998888,13.852584,104508000
1999-03-17,22.488888,23.397778,22.224443,22.327778,14.059686,201717000
1999-03-18,22.333332,22.548887,22.088888,22.400000,14.105158,63373500
1999-03-19,22.488888,22.586666,21.866667,22.155556,13.951239,71757000
1999-03-22,22.000000,22.000000,21.523333,21.766666,13.706355,60439500
1999-03-23,21.755554,21.955555,21.088888,21.088888,13.279563,93456000
1999-03-24,21.755554,22.066666,20.715555,21.335554,13.434889,106987500
1999-03-25,21.133333,21.382221,20.225555,20.311111,12.789801,84753000
1999-03-26,20.277777,20.706667,20.088888,20.466665,12.887751,81801000
1999-03-29,20.466665,20.466665,20.466665,20.466665,12.887751,0
1999-03-30,20.444445,21.666666,19.822222,21.666666,13.643384,93631500
1999-03-31,21.639999,21.790001,21.271111,21.400000,13.475471,73730475
1999-04-01,21.500000,21.544443,21.004444,21.010000,13.229889,47540250
1999-04-02,21.010000,21.010000,21.010000,21.010000,13.229889,0
1999-04-05,20.222221,20.440001,19.355555,19.555555,12.314032,67427685
1999-04-06,19.600000,21.120001,19.466665,21.120001,13.299154,142788015
1999-04-07,21.000000,21.644444,20.766666,21.002222,13.224991,125885250
1999-04-08,21.066666,21.294443,20.817778,21.088888,13.279563,47118330
1999-04-09,21.133333,21.222221,20.466665,20.780001,13.085056,75223485
1999-04-12,20.646666,20.888887,20.355555,20.644444,12.999696,49895640
1999-04-13,20.437777,20.644444,20.244444,20.244444,12.747818,47005740
1999-04-14,20.244444,20.244444,20.244444,20.244444,12.747818,0
1999-04-15,19.777777,20.111111,19.690001,19.966665,12.572904,42298380
1999-04-16,20.244444,21.564444,20.244444,21.564444,13.579021,57293685
1999-04-19,20.200001,21.355555,19.966665,20.927776,13.178110,70326405
1999-04-20,21.084444,21.266666,20.781111,20.955555,13.195604,37151145
1999-04-21,21.262222,21.655556,20.982222,21.222221,13.363520,55328535
1999-04-22,21.155556,21.526667,20.400000,20.677776,13.020688,60710625
1999-04-23,20.788889,21.010000,20.234444,21.000000,13.223591,84866940
1999-04-26,20.472221,20.577778,19.702223,19.711111,12.411983,95462910
1999-04-27,19.711111,19.711111,19.711111,19.711111,12.411983,0
1999-04-28,19.888887,20.551111,19.602222,20.488888,12.901747,58585095
1999-04-29,20.611111,21.111111,20.422222,21.111111,13.293556,69728850
1999-04-30,21.200001,21.420000,21.022223,21.286667,13.404104,54625050
1999-05-03,21.288889,21.733334,21.224443,21.237778,13.373317,36519795
1999-05-04,21.266666,22.533333,21.266666,22.533333,14.189122,66399300
1999-05-05,22.333332,23.177776,22.177776,22.666666,14.273077,101960865
1999-05-06,22.776667,24.480000,22.755554,24.480000,15.414928,160671915
1999-05-07,24.955555,25.351110,24.222221,24.333332,15.322567,112357845
1999-05-10,24.533333,24.955555,23.891111,24.422222,15.378542,90955035
1999-05-11,24.466665,24.575556,23.824444,23.866667,15.028714,63468675
1999-05-12,24.177776,24.666666,22.778889,23.434444,14.756545,109690155
1999-05-13,23.666666,24.377777,23.666666,24.120001,15.188242,91754145
1999-05-14,24.311111,25.062222,24.155556,24.811111,15.623427,121124970
1999-05-17,24.733334,25.333332,23.667776,24.342222,15.328173,117180900
1999-05-18,24.444445,24.844444,24.088888,24.135555,15.198031,76881690
1999-05-19,24.200001,24.444445,23.923332,24.155556,15.210626,40747995
1999-05-20,24.104445,24.311111,23.733334,23.733334,14.944755,34590600
1999-05-21,24.106667,25.311111,23.518888,24.338888,15.326072,196856010
1999-05-24,24.866667,25.128887,24.488888,24.820000,15.629022,59629545
1999-05-25,24.842222,24.842222,23.602222,23.688889,14.916769,80739810
1999-05-26,23.977777,24.216665,23.257776,23.777777,14.972741,86463360
1999-05-27,23.755554,24.064444,22.468887,22.468887,14.148543,63227070
1999-05-28,22.644444,23.013332,21.777777,22.600000,14.231102,100873215
1999-05-31,22.866667,23.618889,22.806665,23.478888,14.784533,67749840
1999-06-01,23.202223,23.440001,22.604445,22.695555,14.291274,50786190
1999-06-02,22.888887,22.974443,22.466665,22.805555,14.360540,37301670
1999-06-03,22.866667,23.082222,22.734444,22.963333,14.459889,28166670
1999-06-04,23.218887,23.886665,23.155556,23.516666,14.808319,76063500
1999-06-07,23.777777,24.138887,23.555555,23.822222,15.000727,63782685
1999-06-08,23.666666,24.200001,23.588888,23.688889,14.916769,58439880
1999-06-09,24.000000,24.444445,23.565556,23.647778,14.890882,25764210
1999-06-10,23.664444,24.042221,23.446667,23.530001,14.816717,28882035
1999-06-11,23.533333,23.680000,22.837776,22.922222,14.434001,51746670
1999-06-14,22.577778,22.686666,22.139999,22.573334,14.214313,35478585
1999-06-15,22.655556,22.742222,22.161112,22.265554,14.020506,36184365
1999-06-16,23.777777,23.777777,22.223333,23.001110,14.483679,46818810
1999-06-17,23.260000,23.824444,23.036667,23.385555,14.725761,53484390
1999-06-18,23.553333,24.093332,23.553333,23.809999,14.993031,52587000
1999-06-21,23.913334,24.438889,23.866667,24.303333,15.303679,55504935
1999-06-22,24.421110,24.755554,24.138887,24.521111,15.440816,48916125
1999-06-23,25.000000,25.000000,23.888887,23.993334,15.108479,63734940
1999-06-24,23.932222,24.197777,23.602222,24.094444,15.249825,50177655
1999-06-25,24.000000,24.195555,23.830000,23.887777,15.119027,31248540
1999-06-28,24.108889,24.111111,23.888887,24.035555,15.212556,20371635
